UniqueID,Topic,In_PubMed,NLM_ID,Journal,Counts,Start_Year,End_Year,URL_CNKI,URL_CAOD,CAOD_Coverage_Start_Year,CAOD_Coverage_End_Year,URL,Content,Login,Free/Pay,Language,Notes,Print_ISSN_NLM,Electronic_ISSN_NLM,Linking_ISSN_NLM,MeSH,Indexed_NLM,Indexed_Embase,Indexed_Embase_NLM,Not_Indexed_NLM_and_Embase,Indexed_NLM_not_in_Embase,Archive_Coverage_Start_Year,Archive_Coverage_Start_Year,PubMed_Journal_Status,PubMed_Start_Year,PubMed_End_Year,MEDLINE_Journal_Status,MEDLINE_Start_Year,MEDLINE_End_Year,PMC_Journal_Status,PMC_Start_Year,PMC_End_Year,PMC_Free_access,PMC_Open_access,PMC_Participation_level,PMC_Deposit_status,PMC_Journal_URL
330957,Child health_1,NO,8914671 ,"Journal of manual medicine : official journal of FIMM, Fe?de?ration internationale de me?decine manuelle, International Federation for Manual Medicine.",6,1989,1992,NA,NA,NA,NA,https://link.springer.com/journal/337/volumes-and-issues,HTML,N,Free,German,,0935-6339,NR,0935-6339,Chiropractic,YES,NO,NO,NO,YES,1997,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
135857,Child health_1,NO,9107356,Australian journal of nutrition and dietetics.,32,1989,2001,NA,NA,NA,NA,https://bmcneurol.biomedcentral.com/articles,HTML,N,Free,English,,1032-1322,NR,1032-1322,Dietetics; Nutritional Physiological Phenomena,YES,NO,NO,NO,YES,2001,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
21163,Blood disorders_1,NO,8912975 ,Journal of internal medicine. Supplement,7,1989,2001,NA,NA,NA,NA,https://onlinelibrary.wiley.com/loi/13652796,HTML/PDF,N,Pay/Free,English,,0955-7873,NR,0955-7873,Internal Medicine,YES,NO,NO,NO,YES,1863,,Deselected,1989,1997,Deselected,1989,1997,Not indexed#,NA,NA,NA,NA,NA,NA,NA
218972,Child health_1,NO,101256595,Zhongguo min zheng yi xue za zhi = Medical journal of Chinese civil administration.,70,1989,2002,NA,NA,NA,NA,https://www.oriprobe.com/journals/caod_2608.html,HTML/PDF,N,Pay,English/Chinese,,1002-4719,NR,1002-4719,UPDATE,YES,NO,NO,NO,YES,1994,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
70021,Cancer_1,NO,9814880 ,So?ngin Kanho Hakhoe chi.,5,1989,2010,NA,NA,NA,NA,https://koreamed.org/volumes/1094,HTML/PDF,N,Pay/Free,English,Continued By: Korean journal of adult nursing ISSN 2288-338X,1225-4886,NR,1225-4886,Geriatric Nursing; Nursing Care; Nursing,YES,NO,NO,NO,YES,1991,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
79709,Cancer_1,NO,9424772,Immuno-analyse & biologie spe?cialise?e,86,1989,2013,NA,NA,NA,NA,https://www.sciencedirect.com/journal/immuno-analyse-and-biologie-specialisee/issues,HTML/PDF,N,Pay/Free,French,,0923-2532,NR,0923-2532,"Immunity, Cellular; Molecular Biology",YES,NO,NO,NO,YES,1989,2013,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
107173,Cancer_1,NO,101126487,Schweizerische Zeitschrift für Ganzheitsmedizin = Journal suisse de médecine globale.,13,1989,2017,NA,NA,NA,NA,https://www.karger.com/Journal/Home/253638,HTML/PDF,Y/N,Free/Pay,English,,1015-0684,1663-7607,1015-0684,Complementary Therapies,YES,YES,YES,NO,NO,2004,2017,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
802188,Health & safety at work_1,NO,101656658 ,Orthopaedic Physical Therapy Practice,5,1989,,NA,NA,NA,NA,https://www.orthopt.org/content/publications/publications-archive,PDF,N,Free,English,,1532-0871,NR,1532-0871,Orthopedic Procedures; Orthopedics; Physical Therapy Modalities,YES,NO,NO,NO,YES,1989,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
861533,Heart & circulation_1,PARTIAL,9010276,Wounds : a compendium of clinical research and practice,9,1989,,NA,NA,NA,NA,https://www.hmpgloballearningnetwork.com/site/wounds/archive,HTML,N,Free,English,,1044-7946,1943-2704,1044-7946,Wound Healing; Wounds and Injuries,YES,YES,YES,NO,NO,2001,,Currently-indexed,2015,,Currently-indexed,2015,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
169916,Child health_1,NO,9000850,Current Opinions in Pediatrics ,9,1989,,NA,NA,NA,NA,https://journals.lww.com/co-pediatrics/Pages/issuelist.aspx,HTML/PDF,N,Free/Pay,English,,1040-8703,1531-698X,1040-8703,Pediatrics,YES,YES,YES,NO,NO,1989,,Currently-indexed,1993,,Currently-indexed,1993,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
208730,Child health_1,PARTIAL,8917639,Seminars in spine surgery,11,1989,,NA,NA,NA,NA,https://www.sciencedirect.com/journal/seminars-in-spine-surgery/issues,HTML/PDF,N,Free,English,,1040-7383,NR,1040-7383,Spine,YES,YES,YES,NO,NO,2003,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
233562,Child health_1,NO,8910884,Teaching & Learning in Medicine ,7,1989,,NA,NA,NA,NA,https://www.tandfonline.com/loi/htlm20,HTML/PDF,N,Free/Pay,English,,1040-1334,1532-8015,1040-1334,"Education, Medical",YES,YES,YES,NO,NO,1989,,Currently-indexed,2000,,Currently-indexed,2000,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
197225,Child health_1,NO,9012870,"International journal of disability, development, and education",7,1989,,NA,NA,NA,NA,https://www.tandfonline.com/loi/cijd20,HTML/PDF,N,Free,English,,1034-912X,1465-346X,1034-912X,"Disabled Persons; Education, Special; Learning Disabilities",YES,NO,NO,NO,YES,1954,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
132452,Child health_1,NO,9425823,The Arab journal of psychiatry.,12,1989,,NA,NA,NA,NA,http://arabpsynet.com/menu.asp?link_c2=Journals/ajp/Index-ajp.htm,HTML/PDF,Y/N,Free/Pay,English/Arabic ,,1016-8923,NR,1016-8923,Mental Disorders; Psychiatry,YES,NO,NO,NO,YES,1989,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
137271,Child health_1,NO,101132064,South African journal of sports medicine.,12,1989,,NA,NA,NA,NA,http://www.sajsm.org.za/index.php/ajhpe/issue/archive,HTML,N,Free,English,,1015-5163,2078-516X,1015-5163,Athletic Injuries; Exercise; Sports Medicine; Sports,YES,NO,NO,NO,YES,2009,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
51910,Cancer_1,NO,101265169,Zhongguo wei sheng tai xue za zhi,14,1989,,NA,NA,NA,NA,https://www.oriprobe.com/journals/zgwstxzz.html,HTML/PDF,N,Pay,English/Chinese,,1005-376X,NR,1005-376X,Ecological and Environmental Phenomena; Microbiological Phenomena,YES,NO,NO,NO,YES,1989,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
323131,Child health_1,NO,101133241,She zhi = Journal of snake,4,1989,,NA,NA,NA,NA,https://www.oriprobe.com/journals/sz.html,HTML/PDF,N,Pay,English/Chinese,,1001-5639,NR,1001-5639,UPDATE,YES,NO,NO,NO,YES,1992,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
258465,Child health_1,NO,9424779,Chinese Pharmaceutical Journal,4,1989,,NA,NA,NA,NA,https://www.oriprobe.com/journals/zgyxzz.html,HTML/PDF,N,Pay,English/Chinese,,1001-2494,NR,1001-2494,Pharmacy,YES,YES,YES,NO,NO,1953,2016,Selected citations only,Unknown,Unknown,Selected citations only,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
375792,Child health_1,NO,9212435,"Sang, thrombose, vaisseaux : STV.",7,1989,,NA,NA,NA,NA,"https://www.jle.com/en/revues/stv/revue.phtml#:~:text=Straddling%20the%20crossroads%20where%20many,to%20his%20or%20her%20speciality.",HTML,N,Free,French,,0999-7385,NR,0999-7385,Cardiovascular Diseases; Hematologic Diseases; Thrombosis,YES,YES,YES,NO,NO,1995,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
376070,Child health_1,NO,9000874,European journal of gastroenterology & hepatology,4,1989,,NA,NA,NA,NA,https://journals.lww.com/eurojgh/Pages/issuelist.aspx,HTML,N,Free,English,,0954-691X,1473-5687,0954-691X,Gastrointestinal Diseases; Liver Diseases,YES,YES,YES,NO,NO,1993,,Currently-indexed,1995,,Currently-indexed,1995,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
1458498,Pregnancy & childbirth_1,NO,9440651,Medizinische Genetik : Mitteilungsblatt des Berufsverbandes Medizinische Genetik e.V,8,1989,,NA,NA,NA,NA,https://link.springer.com/journal/11825/volumes-and-issues,HTML,N,Free,German,,0936-5931,1863-5490,0936-5931,"Bioethics; Chromosome Aberrations; Genetic Diseases, Inborn; Genetics, Medical",YES,YES,YES,NO,NO,2007,2019,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
30786,Cancer_1,NO,8910839,Pteridines,9,1989,,NA,NA,NA,NA,https://www.degruyter.com/journal/key/pteridines/html,HTML/PDF,N,Free,English,,0933-4807,2195-4720,0933-4807,Pteridines,YES,NO,NO,NO,YES,1989,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
204116,Child health_1,NO,101550905 ,Marketing letters,9,1989,,NA,NA,NA,NA,https://link.springer.com/journal/11002/volumes-and-issues,HTML,N,Free,English,,0923-0645,1573-059X,0923-0645,UPDATE,YES,NO,NO,NO,YES,1989,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
40627,Cancer_1,NO,9101419,Digestive endoscopy : official journal of the Japan Gastroenterological Endoscopy Society,39,1989,,NA,NA,NA,NA,https://onlinelibrary.wiley.com/toc/14431661/current,HTML,N,Free,English,,0915-5635,1443-1661,0915-5635,Digestive System Diseases; Endoscopy,YES,YES,YES,NO,NO,1989,,Currently-indexed,2009,,Currently-indexed,2009,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
222996,Child health_1,NO,8912748,Pediatric physical therapy : the official publication of the Section on Pediatrics of the American Physical Therapy Association,6,1989,,NA,NA,NA,NA,https://journals.lww.com/pedpt/pages/default.aspx,HTML/PDF,N,Free/Pay,English,,0898-5669,1538-005X,0898-5669,Child; Infant; Physical Therapy Modalities,YES,YES,YES,NO,NO,1989,,Currently-indexed,2005,,Currently-indexed,2005,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
893373,Heart & circulation_1,PARTIAL,8910749,Journal of neurosurgical anesthesiology,4,1989,,NA,NA,NA,NA,https://journals.lww.com/jnsa/Pages/issuelist.aspx,HTML,N,Free,English,,0898-4921,1537-1921,0898-4921,Anesthesia; Neurosurgical Procedures,YES,YES,YES,NO,NO,1989,,Currently-indexed,1991,,Currently-indexed,1991,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
96550,Cancer_1,PARTIAL,9009267,Critical reviews in physical and rehabilitation medicine,24,1989,,NA,NA,NA,NA,https://www.begellhouse.com/journals/critical-reviews-in-physical-and-rehabilitation-medicine.html,HTML,N,Free,English,,0896-2960,2162-6553,0896-2960,Physical and Rehabilitation Medicine; Rehabilitation,YES,YES,YES,NO,NO,1995,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
32467,Cancer_1,NO,9425912,Thai journal of obstetrics and gynaecology : the official journal of the College of Obstetricians and Gynaecologists of Thailand.,69,1989,,NA,NA,NA,NA,https://he02.tci-thaijo.org/index.php/tjog/issue/archive,HTML,N,Free,English,,0857-6084,NR,0857-6084,"Genital Diseases, Female; Obstetrics",YES,NO,NO,NO,YES,1989,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
222523,Child health_1,NO,101226649,Seleccio?n : revista espan?ola e iberoamericana de medicina de la educacio?n fi?sica y el deporte.,11,1989,,NA,NA,NA,NA,https://dialnet.unirioja.es/servlet/revista?codigo=3081,HTML,N,Free,English,,0214-8927,NR,0214-8927,Athletic Injuries; Exercise; Sports Medicine,YES,NO,NO,NO,YES,2002,2007,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
161417,Child health_1,NO,9440554,Fisioterapia em movimento : revista de fisioterapia da PUC-PR.,53,1989,,NA,NA,NA,NA,https://www.scielo.br/j/fm/grid,HTML/PDF,N,Free,Portuguese/English,,0103-5150,1980-5918,0103-5150,Physical Therapy Modalities,YES,NO,NO,NO,YES,2010,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
178077,Child health_1,NO,9887521,Zhongguo wei zhong bing ji jiu yi xue = Chinese critical care medicine = Zhongguo weizhongbing jijiuyixue,7,1989,2012,-,http://caod.oriprobe.com/journals/zgwzbjjyx/Chinese_Critical_Care_Medicine.htm,1990,,https://www.oriprobe.com/journals/zgwzbjjyx.html,HTML/PDF,N,Pay,Chinese/English,,1003-0603,NR,1003-0603,Critical Care,YES,NO,NO,NO,YES,1990,2016,Continued-by-another-title,2003,2012,Continued-by-another-title,2003,2012,Not indexed#,NA,NA,NA,NA,NA,NA,NA
418960,Complementary & alternative medicine_1,NO,101321866,Xian dai fu chan ke jin zhan.,7,1989,,https://navi.cnki.net/knavi/journals/XDFC/detail?uniplatform=NZKPT,,,,https://www.oriprobe.com/journals/xdfckjz.html,HTML/PDF,N,Pay,English/Chinese,,1004-7379,NR,1004-7379,"Genital Diseases, Female; Pregnancy Complications",YES,NO,NO,NO,YES,1989,2017,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
1523919,Reproductive & sexual health_1,NO,101188739,Reproduction and contraception,5,198u,2016,NA,NA,NA,NA,https://www.sciencedirect.com/journal/journal-of-reproduction-and-contraception/issues,HTML/PDF,Y/N,Free/Pay,English,,1001-7844,1876-7966,1001-7844,Reproductive Control Agents; Reproductive Physiological Phenomena; Reproductive Techniques,YES,NO,NO,NO,YES,2007,2016,Selected citations only,Unknown,Unknown,Selected citations only,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
640843,Endocrine & metabolic_1,NO,9425165,Enfermedades infecciosas y microbiologi?a.,4,198u,,NA,NA,NA,NA,https://www.medigraphic.com/cgi-bin/new/publicaciones.cgi?IDREVISTA=15,HTML/PDF,N,Free,Spanish,,1405-0994,NR,1405-0994,Communicable Diseases; Microbiology,YES,YES,YES,NO,NO,1999,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
260912,Child health_1,NO,9424124 ,Anesteziologie a neodkladna? pe?c?e : c?asopis C?eskoslovenske? le?kar?ske? spolec?nosti J.E. Purkyne?.,4,1990,2002,NA,NA,NA,NA,https://katalog.cbvk.cz/arl-cbvk/cs/detail-cbvk_us_cat-s0000285-titul?obalka=reklamaipac,PDF,Y,Pay,Czech,,0862-4968,NR,0862-4968,Anesthesiology; Emergency Medicine,YES,NO,NO,NO,YES,1990,2002,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
247150,Child health_1,NO,9425882,Romatoloji ve t?bbi rehabilitasyon dergisi.,23,1990,2006,NA,NA,NA,NA,https://app.trdizin.gov.tr/publication/journal/detail/T0RRMA,HTML,N,Free,Turkish,,1300-0691,NR,1300-0691,Rehabilitation; Rheumatic Diseases,YES,NO,NO,NO,YES,1997,2001,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
180735,Child health_1,NO,9101410 ,Clinical intensive care : international journal of critical & coronary care medicine,36,1990,2006,NA,NA,NA,NA,https://www.tandfonline.com/loi/icic,HTML,N,Free,English,,0956-3075,1473-7752,0956-3075,Coronary Disease; Critical Care,YES,NO,NO,NO,YES,1995,2006,Deselected,1990,1995,Deselected,1990,1995,Not indexed#,NA,NA,NA,NA,NA,NA,NA
1205890,Mental health_1,NO,9614682,MAPFRE Medicina.,4,1990,2007,NA,NA,NA,NA,https://dialnet.unirioja.es/servlet/revista?codigo=5512,HTML,N,Free,Spanish,,1130-5665,NR,1130-5665,Medicine,YES,NO,NO,NO,YES,2004,2007,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
19987,Blood disorders_1,NO,9212437,"Sante? (Montrouge, France)",8,1990,2011,NA,NA,NA,NA,https://www.jle.com/en/revues/san/archive.phtml,HTML,N,Free,English,,1157-5999,NR,1157-5999,Environmental Health; Medicine; Public Health,YES,NO,NO,NO,YES,1991,2012,Continued-by-another-title,1994,2011,Continued-by-another-title,1994,2011,Not indexed#,NA,NA,NA,NA,NA,NA,NA
214116,Child health_1,NO,101192400,Zhonghua ji zhen yi xue za zhi = Chinese journal of emergency medicine.,25,1990,,NA,NA,NA,NA,https://www.oriprobe.com/journals/jzyx.html,HTML/PDF,N,Pay,English/Chinese,,1671-0282,NR,1671-0282,Clinical Medicine; Emergency Medicine,YES,NO,NO,NO,YES,1992,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
202920,Child health_1,NO,101087361,Taehan U?nggup U?ihakhoe chi = Journal of the Korean Society of Emergency Medicine.,10,1990,,NA,NA,NA,NA,https://www.koreamed.org/JournalVolume.php?id=82&code=0082JKSEM,HTML,N,Free,English,,1226-4334,NR,1226-4334,Emergency Medicine,YES,NO,NO,NO,YES,1991,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
800299,Health & safety at work_1,NO,9204382,"Work (Reading, Mass.)",6,1990,,NA,NA,NA,NA,http://content.iospress.com/journals/work,HTML/PDF,Y/N,Free,English,,1051-9815,1875-9270,1051-9815,"Accidents, Occupational; Occupational Diseases; Occupational Health; Occupational Therapy",YES,YES,YES,NO,NO,1990,,Currently-indexed,2002,,Currently-indexed,2002,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
50343,Cancer_1,NO,9008966,International journal of clinical acupuncture.,111,1990,,NA,NA,NA,NA,https://www.pleiades.online/en/journals/search/?name=clacup,PDF,N,Free,English,,1047-1979,NR,1047-1979,Acupuncture Therapy,YES,NO,NO,NO,YES,2018,2021,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
263954,Child health_1,PARTIAL,9105358,Journal of child and adolescent psychopharmacology,4,1990,,NA,NA,NA,NA,https://www.liebertpub.com/loi/cap,HTML/PDF,Y/N,Free/Pay,English,,1044-5463,1557-8992,1044-5463,Adolescent Behavior; Adolescent; Child Behavior; Child; Infant; Mental Disorders; Mental Disorders; Psychotropic Drugs,YES,YES,YES,NO,NO,1990,,Currently-indexed,1996,,Currently-indexed,1996,,Indexed,2008,2022,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Child+Adolesc+Psychopharmacol%22%5Bjournal%5D
961056,Infectious disease_1,NO,9009113 ,Seminars in colon & rectal surgery,4,1990,,NA,NA,NA,NA,https://www.sciencedirect.com/journal/seminars-in-colon-and-rectal-surgery/issues,HTML/PDF,Y/N,Free/Pay,English,,1043-1489,NR,1043-1489,Colon; Rectum,YES,YES,YES,NO,NO,2003,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
1884,Allergy & intolerance_1,NO,9005421,Journal of paediatrics and child health,50,1990,,NA,NA,NA,NA,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1754,HTML/PDF,Y/N,Free/Pay,English,,1034-4810,1440-1754,1034-4810,Child Welfare; Infant Welfare; Pediatrics,YES,YES,YES,NO,NO,1965,,Currently-indexed,1990,,Currently-indexed,1990,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
19989,Blood disorders_1,PARTIAL,9440296,"Revista me?dica herediana : o?rgano oficial de la Facultad de Medicina ""Alberto Hurtado"", Universidad Peruana Cayetano Heredia, Lima, Peru",8,1990,,NA,NA,NA,NA,http://www.scielo.org.pe/scielo.php?script=sci_issues&pid=1018-130X&lng=es&nrm=iso,HTML,N,Free,English/Spanish,,1018-130X,1729-214X,1018-130X,Medicine,YES,YES,YES,NO,NO,1995,2021,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_1768,,NO,9611152,Clinical Psychopharmacology and Neuroscience,,1990,,NA,NA,NA,NA,http://koreamed.org/JournalVolume.php?id=42,HTML,N,Free,English,,1017-5717,2092-5700,1017-5717,Mental Disorders; Psychopharmacology,YES,NO,NO,NO,YES,1997,2015,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
828001,Heart & circulation_1,NO,100964783,Zeitschrift fu?r Neuropsychologie = Journal of neuropsychology.,4,1990,,NA,NA,NA,NA,https://econtent.hogrefe.com/loi/znp,HTML/PDF,Y/N,Free/Pay,English/German,,1016-264X,NR,1016-264X,Nervous System Diseases,YES,NO,NO,NO,YES,1999,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
33776,Cancer_1,NO,9102548,"Biomedical research (Aligarh, India)",19,1990,,NA,NA,NA,NA,http://www.biomedres.info/,PDF,N,Free,English,,0970-938X,0976-1683,0970-938X,Medicine; Research,YES,NO,NO,NO,YES,2003,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
157972,Child health_1,NO,9425426 ,Indian journal of maternal and child health : official publication of Indian Maternal and Child Health Association,5,1990,,NA,NA,NA,NA,http://www.ijmch.org/home/previous-online-journals,PDF,N,Free,English,,0970-8928,NR,0970-8928,Adolescent Health Services; Child Health Services; Child; Delivery of Health Care; India; Maternal Health Services; Primary Prevention; Women's Health,YES,NO,NO,NO,YES,2009,2014,Selected citations only,Unknown,Unknown,Selected citations only,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
171021,Child health_1,NO,101201065,Practice nursing.,7,1990,,NA,NA,NA,NA,https://www.magonlinelibrary.com/loi/pnur/group/d1990.y1999,HTML,N,Free,English,,0964-9271,NR,0964-9271,Nursing,YES,NO,NO,NO,YES,1996,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
416095,Complementary & alternative medicine_1,NO,9887374,Midirs midwifery digest.,4,1990,,NA,NA,NA,NA,https://www.midirs.org/informing/midirs-midwifery-digest/,PDF,Y,Pay,English,,0961-5555,NR,0961-5555,UPDATE,YES,NO,NO,NO,YES,,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
309427,Child health_1,NO,9005323,The British journal of general practice : the journal of the Royal College of General Practitioners,4,1990,,NA,NA,NA,NA,https://www.ncbi.nlm.nih.gov/pmc/journals/261/,HTML,N,Free,English,,0960-1643,1478-5242,0960-1643,Family Practice,YES,YES,YES,NO,NO,1953,,Currently-indexed,1990,,Currently-indexed,1990,,Indexed,1990,2022,12 months or less,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/261/
315890,Child health_1,PARTIAL,9810774,Critical public health,11,1990,,NA,NA,NA,NA,https://www.tandfonline.com/loi/ccph20,HTML/PDF,N,Free,English,,0958-1596,1469-3682,0958-1596,Preventive Health Services; Primary Health Care; Public Health,YES,YES,YES,NO,NO,1990,,Unknown,Unknown,Unknown,Selected citations only,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
145601,Child health_1,PARTIAL,9010387,Food control,11,1990,,NA,NA,NA,NA,https://www.sciencedirect.com/journal/food-control/issues,HTML,N,Free,English,,0956-7135,NR,0956-7135,Food Analysis; Food Handling; Food Services; Food Technology; Food-Processing Industry; Quality Control,YES,NO,NO,NO,YES,1990,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
342831,Child health_1,NO,9425553 ,Nihon Ky?ky? Igakkai zasshi = Journal of Japanese Association for Acute Medicine : JJAAM.,6,1990,,NA,NA,NA,NA,https://www.jstage.jst.go.jp/browse/jjaam/list/-char/en,HTML,N,Free,English,,0915-924X,1883-3772,0915-924X,Acute Disease; Critical Care,YES,NO,NO,NO,YES,1990,2014,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
575,Allergy & intolerance_1,NO,9106718,Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology,4,1990,,NA,NA,NA,NA,https://onlinelibrary.wiley.com/journal/13993038,HTML,N,Free,English,,0905-6157,1399-3038,0905-6157,Adolescent; Child; Hypersensitivity; Immune System Diseases; Infant,YES,YES,YES,NO,NO,1990,,Currently-indexed,1993,,Currently-indexed,1993,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
405870,Complementary & alternative medicine_1,NO,9815666,Shizhen Guoyao Yanjiu.,5,1990,1997,-,https://caod.oriprobe.com/journals/szgygy/SHIZHEN_GUOYI_GUOYAO.htm,1999,,https://caod.oriprobe.com/journals/szgygy/SHIZHEN_GUOYI_GUOYAO.htm,HTML/PDF,Y,Pay,English/Chinese,,1004-0919,NR,1004-0919,UPDATE,YES,NO,NO,NO,YES,1999,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
326932,Child health_1,NO,9815798,Zhong yao xin yao yu lin chuang yao li = Traditional Chinese drug research & clinical pharmacology.,9,1990,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=ZYXY,http://caod.oriprobe.com/journals/zyxyylcyl/Traditional_Chinese_Drug_Research___Clinical_Pharmacology.htm,1990,,https://www.oriprobe.com/journals/zyxyylcyl.html,HTML/PDF,N,Pay,English/Chinese,,1003-9783,NR,1003-9783,"Materia Medica; Medicine, Chinese Traditional; Pharmacology, Clinical",YES,NO,NO,NO,YES,1990,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
73010,Cancer_1,NO,9886412,Modern Diagnosis & Treatment ,17,1990,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=XDZD,http://caod.oriprobe.com/journals/xdzdyzl/Modern_Diagnosis___Treatment.htm,1990,2021,https://www.oriprobe.com/journals/xdzdyzl.html,HTML/PDF,N,Pay,English/Chinese,,1001-8174,NR,1001-8174,UPDATE,YES,NO,NO,NO,YES,1990,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
